,NAME,STATE_NAME,FIPS,geometry,Date,Series_Complete_Pop_Pct,Series_Complete_Yes,POPESTIMATE2019,Minority_Pct
542219,Los Alamos,New Mexico,35028,"POLYGON ((-106.2461110124173 35.77419648940955, -106.2786053033686 35.81715659503561, -106.3123433575026 35.84198197140117, -106.3519332995393 35.84604812226041, -106.3583344138679 35.82531179413951, -106.3685886090416 35.82417878799304, -106.4058591288207 35.82953812308867, -106.4098113625972 35.84686786938041, -106.3982602014922 35.85251741070495, -106.3986423598911 35.97415412416119, -106.38272691568 35.97380708890101, -106.3819181510163 35.96425913819693, -106.318843987391 35.96330977737026, -106.3172417920594 35.97643588488211, -106.3013187844585 35.97652757803191, -106.3015095269317 35.9869719976384, -106.2656959957617 35.98660605390384, -106.2643989780264 35.97523087112083, -106.2473315155864 35.9752920516914, -106.2463168298659 35.94077735139814, -106.2466679058412 35.85273581653521, -106.2187057430838 35.84118911057763, -106.2004178292787 35.84438966774196, -106.1605536366573 35.83254928468483, -106.2461110124173 35.77419648940955))",2021-10-09,67.8,13123,19369,0.2526391678253257
542518,Cannon,Tennessee,47015,"POLYGON ((-85.98548405164981 35.66269285328281, -86.05687374788103 35.64980690929777, -86.1039864135041 35.67295751287246, -86.13120099216837 35.67237373315209, -86.17405624641863 35.68992830897496, -86.18622548151808 35.70979091016676, -86.21221168279929 35.71187736965902, -86.20171354240389 35.74472879765816, -86.17592564698565 35.7639849289603, -86.18295980667619 35.79777825800444, -86.16690687454438 35.85316599727867, -86.16511362591532 35.89397431851876, -86.15028192220915 35.89537427088042, -86.14506323508058 35.91065925993166, -86.13227618500683 35.9171097435099, -86.15363094975049 35.93541589233689, -86.15270764635565 35.95627017825558, -86.14766452311673 35.9674773605387, -86.12307480332656 35.95770437308731, -86.09962948657153 35.96066828939951, -86.0903367225657 35.97765068960684, -86.00644329255239 35.95887524798661, -85.87816732159823 35.84653274904932, -85.90197158854249 35.83545139877798, -85.95502001280798 35.78165466516285, -85.9720186794837 35.74538577648627, -85.98659887457843 35.74899822756814, -85.98949036884349 35.73546022613874, -85.97894617465704 35.73060800078514, -85.97990745041278 35.72200987714407, -85.99741737115367 35.72343661219413, -85.99846251764926 35.71302659046982, -85.98215040990817 35.71027237690927, -85.98259281640493 35.70075110528549, -85.99512825425916 35.69930546176104, -85.98548405164981 35.66269285328281))",2021-10-09,27.3,4004,14678,0.09092789190679718
542818,Washington,North Carolina,37187,"POLYGON ((-76.40808311377386 35.69928137288269, -76.63347886306948 35.70316683125239, -76.83797753630985 35.70561788757418, -76.82562621001178 35.75704334308823, -76.804942566599 35.79053631231173, -76.80634671508786 35.81100201613063, -76.78273355324505 35.85939507039236, -76.76092798975024 35.86470524345457, -76.74138874937259 35.88323705067734, -76.7282662681435 35.91101940161381, -76.70798690345445 35.91999548752658, -76.69688623027641 35.94170485092017, -76.40912836387751 35.97762893191027, -76.3711391666594 35.93250548959743, -76.38321603515655 35.90057689875677, -76.35784630194462 35.86075580709618, -76.40835270199507 35.78964688875869, -76.40808311377386 35.69928137288269))",2021-10-09,40.8,4724,11580,0.545669362901027
543117,Tyrrell,North Carolina,37177,"POLYGON ((-76.16694655168401 35.69700779720001, -76.20987624833893 35.60455649528428, -76.23243695931659 35.59483292888651, -76.29727458424824 35.61186122747279, -76.27309074910704 35.68966514445464, -76.40808311377386 35.69928137288269, -76.40835270199507 35.78964688875869, -76.35784630194462 35.86075580709618, -76.38321603515655 35.90057689875677, -76.3711391666594 35.93250548959743, -76.21341990365643 35.9770370189557, -76.08928224658843 35.96307329193024, -76.02568693432644 35.92058486208322, -76.07555189676062 35.75696475636042, -76.04270404324019 35.68401435983316, -76.16694655168401 35.69700779720001))",2021-10-09,40.7,1635,4016,0.41355932203389834
543416,McDowell,North Carolina,37111,"POLYGON ((-81.8161061322582 35.57450512742059, -81.83171624346092 35.56518941422529, -81.84009326746168 35.53736857288753, -81.86197482748234 35.53067352243912, -81.96687386301353 35.52171194165739, -82.00142881504543 35.54609905584934, -82.03601386522425 35.52871103001323, -82.11658313363515 35.51912723091386, -82.17054061518463 35.52858670031859, -82.26784331358934 35.56897825806143, -82.29051162155689 35.58942044284642, -82.26518203647552 35.61260648038409, -82.2840815487702 35.63902249978047, -82.28902665876652 35.6716070851725, -82.27904795747453 35.69767285745827, -82.21162484473874 35.71710641759547, -82.16413090138543 35.76064450088951, -82.15443453210837 35.79849009731031, -82.11868958948662 35.81865191863388, -82.09783048579226 35.84397839547289, -82.03451895605829 35.85370444846455, -81.99073231698306 35.87260023086839, -81.98317933983758 35.88770286970081, -81.98820018733954 35.90576932123734, -81.94685496903476 35.91053834930362, -81.94478757342902 35.91874001663089, -81.96123012374142 35.93934693826128, -81.9411797847107 35.95510204897037, -81.90605845911567 35.89214055913087, -81.9060876765939 35.84812245960743, -81.93281395038247 35.82772472268827, -81.97512805963679 35.81840465795366, -81.98542763514902 35.80007856457148, -81.8654485473466 35.71897954805333, -81.8161061322582 35.57450512742059))",2021-10-09,42.5,19441,45756,0.13957557539593524
543715,Lauderdale,Tennessee,47097,"POLYGON ((-89.92174741987007 35.54613987743241, -89.95811784446394 35.57867473094657, -89.95713367132278 35.60318363643523, -89.87752609309993 35.63341460890364, -89.86392245595258 35.62982510701124, -89.84928118389536 35.64530104575182, -89.85733044373862 35.6711412632499, -89.86526526845876 35.67338427454932, -89.8934872802779 35.65605053934655, -89.92982724409659 35.67634420195048, -89.95212100885904 35.71256392859364, -89.95112155352624 35.73434540321012, -89.90986808017529 35.75491398985133, -89.85995493998443 35.74826913751714, -89.82712464803338 35.75834750978099, -89.79998601409092 35.7743003565086, -89.79046432803483 35.80562988543726, -89.75987709918724 35.81749736200701, -89.73601931867023 35.80711396755897, -89.70090799125479 35.82759080924634, -89.70151839825145 35.84211313922901, -89.75779436958582 35.87149338576184, -89.76635483169021 35.88417698316884, -89.76299021113299 35.89688731146018, -89.73805666793309 35.9150869511821, -89.71476349964188 35.91150117918055, -89.66472861995835 35.8857218314288, -89.64941601935411 35.89436191634181, -89.64547922318134 35.91387375238259, -89.6301590073833 35.92568761177154, -89.57449349484962 35.92437526004055, -89.54893436606952 35.93573132713301, -89.53756628043992 35.92892981938357, -89.49552725063498 35.9289335492744, -89.4779106653769 35.95297704727278, -89.41256370312952 35.94976861589446, -89.36377274204089 35.9093485141259, -89.34168515735539 35.87756103748865, -89.34172323332437 35.85896084893382, -89.36049183681141 35.83766006399925, -89.355425764383 35.81905226025063, -89.40193553459515 35.82001006513573, -89.43883959259924 35.78509507502976, -89.44623259887094 35.75379611048437, -89.43547492023798 35.7351844214328, -89.46949515097484 35.68619339314387, -89.4678319822888 35.6008867489348, -89.51195384530322 35.5918119763269, -89.57871267484134 35.61674458705409, -89.62119416294708 35.64665903684156, -89.64608947476587 35.64300084279287, -89.65456596252234 35.6339144142761, -89.70155657782851 35.64246689855841, -89.72813805932685 35.63833573362969, -89.7474103534893 35.64737258568072, -89.79151724513633 35.63683269122954, -89.79826187205047 35.62456482123901, -89.81129328177823 35.62952381471788, -89.82250124112194 35.6036263019522, -89.83947716582435 35.60358050718133, -89.84507728609528 35.59222055478592, -89.88519391980084 35.58438146393065, -89.89409007208076 35.55440236270198, -89.92174741987007 35.54613987743241))",2021-10-09,32.2,8248,25633,0.39768524042477027
544014,Lincoln,Oklahoma,40081,"POLYGON ((-97.14100807190775 35.46994400963864, -97.13942390438186 35.72323385118379, -97.14063860549851 35.94749084408458, -96.61933004972029 35.94654386624372, -96.61582472939197 35.64271296774572, -96.61675580339272 35.46882110527986, -97.14100807190775 35.46994400963864))",2021-10-09,34.6,12057,34877,0.20667702791559572
544313,Randolph,North Carolina,37151,"POLYGON ((-79.76474874630105 35.50607245756431, -80.06417821819659 35.50583809608992, -80.04236643821703 35.91694966902804, -79.53756368548336 35.89110530720681, -79.54073000017762 35.8371278292981, -79.5551071752418 35.51319375164918, -79.76474874630105 35.50607245756431))",2021-10-09,37.8,54258,143667,0.22689722621054165
544612,Loudon,Tennessee,47105,"POLYGON ((-84.1810126990991 35.61403181672507, -84.24079207401232 35.61806652253237, -84.2553955809248 35.63643778903694, -84.31800589118099 35.67418708174844, -84.36065651947547 35.67240880448678, -84.36277753226203 35.66613745927691, -84.34120047638515 35.66656499801436, -84.34152849956286 35.65340050370929, -84.35675759205553 35.65451413514501, -84.36719506992074 35.64269991312779, -84.39488360374179 35.6438935300004, -84.39628003342878 35.66531299798931, -84.41616330443232 35.66480537020689, -84.4184141381417 35.67353331477078, -84.43650441953636 35.67431125603096, -84.43556588575393 35.66290918695148, -84.45362565456938 35.6641334200114, -84.4535111158382 35.65731274476737, -84.48873791445752 35.65608011945307, -84.48965360265856 35.66793619913415, -84.50482923338255 35.66993868427848, -84.50694257917127 35.65503466213325, -84.523514328758 35.65300513528032, -84.49156076837033 35.63893303420437, -84.50307400891843 35.62760323175991, -84.52291143334706 35.63616327943198, -84.5409710467504 35.63737616740725, -84.5391933911372 35.64730202857901, -84.54989791882571 35.64820217556822, -84.5495392794607 35.63637282677149, -84.57440459674066 35.63741020266116, -84.57470987794505 35.65014368735814, -84.56365442969343 35.66331590046508, -84.54672404074169 35.66215253715151, -84.54742614088813 35.68626524534657, -84.52433101943969 35.69256731035182, -84.44814064287408 35.76386495080497, -84.42518238769782 35.75062052286706, -84.4091143287865 35.77855600654409, -84.38183763707895 35.77056834170372, -84.37502431800851 35.77890739334357, -84.38299758132592 35.78697545805314, -84.37833609844552 35.81403716299704, -84.34835886216226 35.83727676591148, -84.32730886058258 35.88770763567244, -84.28679452726628 35.88139474362294, -84.28769508868781 35.90142575974694, -84.2657364960605 35.89818733382978, -84.26621728935049 35.9077508257457, -84.15384443324608 35.80732273783789, -84.17237706933349 35.80224884299954, -84.16893567518983 35.77846426159026, -84.15362255654519 35.77004931703263, -84.16840105750288 35.72935771029339, -84.15383562655938 35.67825644445811, -84.13249505612252 35.66728968472201, -84.13060280997411 35.6458473711517, -84.14459575447781 35.62420638909016, -84.1810126990991 35.61403181672507))",2021-10-09,56.5,30562,54068,0.1372481142732208
544911,San Miguel,New Mexico,35047,"POLYGON ((-105.7052746131501 35.04742327046763, -105.7039863502974 35.29993625863743, -105.7102044409548 35.29965776012143, -105.7063527070147 35.66419522223044, -105.6988986755846 35.66625904335746, -105.7131048973186 35.88820075832381, -105.3596840640318 35.88880308389031, -105.2175910750919 35.85531068451125, -105.2010117621154 35.83480333024465, -105.1612613829686 35.83488725278853, -105.1164143152062 35.82344337784923, -105.0556669818161 35.79055744835982, -105.0269185373482 35.78687625331763, -105.0157334235859 35.77287652248476, -105.0016568155585 35.79238457683067, -104.9727937287514 35.80139842788819, -104.9503013991058 35.79745774641246, -104.9403065349535 35.80392734568125, -104.9197520908151 35.79550069341072, -104.3612317610385 35.79406033389829, -104.01900650593 35.79154276118986, -103.9676439923238 35.81254992082892, -103.7103220869774 35.42913776056012, -103.6256412355647 35.42758519349828, -103.6243672188229 35.39752248054996, -103.6246957082369 35.24842563728254, -103.8426805270632 35.24362651106935, -103.8421922221875 35.26769658453996, -104.1106368174288 35.14414441672564, -104.110560924511 35.21596165169432, -105.2766849271513 35.21771589188168, -105.2776368781799 35.04737162184031, -105.7052746131501 35.04742327046763))",2021-10-09,45.1,12298,27277,0.5447961472004705
545210,Blount,Tennessee,47009,"POLYGON ((-83.67276627284403 35.5650623907206, -83.77577471995606 35.55269293300873, -83.83009809343608 35.5191493512387, -83.88112538310304 35.51067198281356, -83.90991262879645 35.4765642550541, -83.95460785891933 35.4555442998173, -83.95907088052466 35.47111193170768, -83.93655549808152 35.47733038499329, -83.933076183381 35.48625684263628, -83.96651677872063 35.50101130651966, -83.98150171877546 35.48943719622523, -84.00262046431546 35.51042513656566, -83.98695678773596 35.53924154793327, -83.99427369387374 35.5554919570634, -84.00800720374795 35.54567649029967, -84.05089421387437 35.5476591344969, -84.06608507498595 35.5410861343654, -84.0972527680954 35.55660356814158, -84.1087204210888 35.58667446612813, -84.12813818099399 35.58437379693282, -84.17332948659849 35.60232472546141, -84.1810126990991 35.61403181672507, -84.14459575447781 35.62420638909016, -84.13060280997411 35.6458473711517, -84.13249505612252 35.66728968472201, -84.15383562655938 35.67825644445811, -84.16840105750288 35.72935771029339, -84.15362255654519 35.77004931703263, -84.16893567518983 35.77846426159026, -84.17237706933349 35.80224884299954, -84.15384443324608 35.80732273783789, -84.13576166343712 35.79787404367336, -84.12961982832584 35.80441254231459, -84.14082882375035 35.85490371197746, -84.13490819188745 35.85827216603359, -84.1264009843356 35.85788700300039, -84.11462027953189 35.83963390150977, -84.08275090070831 35.84817934044273, -84.05043087854567 35.83125024659198, -84.04153493348191 35.85220446250273, -84.00871163507618 35.85023280076186, -84.01837143070139 35.87386077855994, -83.99391059936134 35.88181477077467, -83.97980306432241 35.87253014000304, -83.95403760005324 35.87496057831713, -83.85905473833843 35.84458616046354, -83.78893859261265 35.88486665034583, -83.73000476323108 35.78474793616151, -83.729081149012 35.76697536894068, -83.70584087264506 35.72174909560957, -83.66324443137582 35.68510628537635, -83.67276627284403 35.5650623907206))",2021-10-09,45.8,60975,133088,0.11763010053222944
545509,Chatham,North Carolina,37037,"POLYGON ((-79.5551071752418 35.51319375164918, -79.54073000017762 35.8371278292981, -79.23772910599943 35.83738824820434, -79.24593092873883 35.86829422730657, -79.09510175839273 35.85408774655232, -79.01786753043253 35.85801065924252, -78.90544618574722 35.86066333688579, -78.94416607894155 35.77026487364072, -78.93861942043932 35.76159437975657, -78.99854752474977 35.60147534643085, -78.92081116023533 35.57901238967561, -78.97422785941717 35.51731010062262, -79.03823812203503 35.54961504780978, -79.06703008189602 35.59885727388592, -79.13234554728743 35.62476483663526, -79.19398577510117 35.5752809965192, -79.20947425041929 35.55360250833311, -79.22024715943984 35.5509512293989, -79.22687678138644 35.56551515802525, -79.2758360537992 35.53042781588009, -79.2858761428779 35.54455669418326, -79.30511010205116 35.54285498329189, -79.31475383842417 35.53928050457093, -79.31260257207857 35.52701667529546, -79.33129486821552 35.52212979303947, -79.34269351822839 35.5103920855885, -79.5551071752418 35.51319375164918))",2021-10-09,50.5,37576,74470,0.2864783378121518
